created_at,sentiment
2/5/2017 0:02,0.5
2/5/2017 0:03,0.246753247
2/5/2017 0:28,-0.2
2/5/2017 1:50,0.2
2/5/2017 1:56,-0.4
2/5/2017 2:10,0.357142857
2/5/2017 15:17,0.166666667
2/5/2017 16:08,0.35
2/5/2017 17:33,-0.125
2/5/2017 18:18,0.4
2/5/2017 19:47,-0.05
2/5/2017 21:16,0.2
2/5/2017 21:29,0.5
2/5/2017 21:34,0.2
2/5/2017 21:42,0.25
2/5/2017 22:14,-0.4
2/5/2017 22:30,-0.5
2/5/2017 23:01,0.2
2/5/2017 23:12,0.2
2/5/2017 23:33,0.5
